"activity_id","provision_interval","population","geo"
"postsecondary-teachers-state33","984748.345714286","3315.75268","state33"
"postsecondary-teachers-state50","1720558.3644","4999.17778","state50"
"postsecondary-teachers-state25","14927248.6374857","48530.05776","state25"
"postsecondary-teachers-state44","2328266.77457143","7061.82166","state44"
"postsecondary-teachers-state09","4178906.622","13861.703","state09"
"postsecondary-teachers-state36","26140155.9581143","88083.50392","state36"
"postsecondary-teachers-state34","9885930.16457143","29758.43354","state34"
"postsecondary-teachers-state42","16969011.0072","48501.15326","state42"
"postsecondary-teachers-state39","12242534.6307429","38192.57628","state39"
"postsecondary-teachers-state18","8805788.928","25274.74136","state18"
"postsecondary-teachers-state17","15785877.5773714","46085.50658","state17"
"postsecondary-teachers-state26","9795185.30057143","30103.12502","state26"
"postsecondary-teachers-state55","6599480.81074286","20849.9811","state55"
"postsecondary-teachers-state27","7598318.36554286","24226.4959","state27"
"postsecondary-teachers-state19","5132678.52462857","17593.34482","state19"
"postsecondary-teachers-state29","7860342.7644","23341.1527","state29"
"postsecondary-teachers-state38","966328.287428571","2581.40836","state38"
"postsecondary-teachers-state46","327022.518","1479.7584","state46"
"postsecondary-teachers-state31","2412878.43874286","7723.38356","state31"
"postsecondary-teachers-state20","3688776.13097143","10385.09606","state20"
"postsecondary-teachers-state10","1122614.35165714","3101.33372","state10"
"postsecondary-teachers-state24","12021242.2047429","33436.68424","state24"
"postsecondary-teachers-state11","1706373.70337143","5032.48308","state11"
"postsecondary-teachers-state51","12551968.1358857","37442.9822","state51"
"postsecondary-teachers-state54","1585132.71205714","4719.93552","state54"
"postsecondary-teachers-state37","9424272.85474286","32284.70884","state37"
"postsecondary-teachers-state45","4802695.97588571","14239.86964","state45"
"postsecondary-teachers-state13","12412879.0157143","35394.04148","state13"
"postsecondary-teachers-state12","11114378.1792","37400.55314","state12"
"postsecondary-teachers-state21","3863118.49268571","10378.53408","state21"
"postsecondary-teachers-state47","10951840.6100571","35991.10254","state47"
"postsecondary-teachers-state01","5856160.29925714","17007.77872","state01"
"postsecondary-teachers-state28","2100376.84028571","7892.12898","state28"
"postsecondary-teachers-state05","3586581.88405714","11843.35414","state05"
"postsecondary-teachers-state22","4852253.12725714","15997.6473","state22"
"postsecondary-teachers-state40","2121469.308","8179.3371","state40"
"postsecondary-teachers-state48","21370859.9391429","69291.28534","state48"
"postsecondary-teachers-state30","945685.070228571","3511.26722","state30"
"postsecondary-teachers-state16","2259867.33325714","7566.9494","state16"
"postsecondary-teachers-state56","504138.306","1721.89362","state56"
"postsecondary-teachers-state08","6941673.88114286","20612.84696","state08"
"postsecondary-teachers-state35","2879618.55668571","8822.67348","state35"
"postsecondary-teachers-state04","7764730.12611429","22996.28582","state04"
"postsecondary-teachers-state49","3244515.38554286","11854.22198","state49"
"postsecondary-teachers-state32","2128122.3168","7391.08186","state32"
"postsecondary-teachers-state53","6540846.732","19339.9844","state53"
"postsecondary-teachers-state41","4452561.59194286","15680.6639","state41"
"postsecondary-teachers-state06","34833117.3610286","113986.0141","state06"
"postsecondary-teachers-state02","365542.92","1032.00264","state02"
"postsecondary-teachers-state15","2011332.14262857","6382.22108","state15"
"preschool-and-kindergarten-teachers-state23","1164282.36754286","3804.1156","state23"
"preschool-and-kindergarten-teachers-state33","1177830.11862857","3503.69578","state33"
"preschool-and-kindergarten-teachers-state50","705341.402057143","1873.02804","state50"
"preschool-and-kindergarten-teachers-state25","5262302.10514286","17766.42042","state25"
"preschool-and-kindergarten-teachers-state44","778216.398","2361.50996","state44"
"preschool-and-kindergarten-teachers-state09","3963086.36845714","13032.31658","state09"
"preschool-and-kindergarten-teachers-state36","10533854.7800571","31837.09202","state36"
"preschool-and-kindergarten-teachers-state34","6554672.96862857","20727.17578","state34"
"preschool-and-kindergarten-teachers-state42","5508601.48611429","20637.15402","state42"
"preschool-and-kindergarten-teachers-state39","7159532.83782857","23939.0732","state39"
"preschool-and-kindergarten-teachers-state18","4673568.76405714","15221.30768","state18"
"preschool-and-kindergarten-teachers-state17","4861128.07422857","15116.82282","state17"
"preschool-and-kindergarten-teachers-state26","7535160.37474286","23843.47646","state26"
"preschool-and-kindergarten-teachers-state55","3786992.28822857","11250.7744","state55"
"preschool-and-kindergarten-teachers-state27","4476753.38194286","14375.90472","state27"
"preschool-and-kindergarten-teachers-state19","1998201.63377143","5703.49558","state19"
"preschool-and-kindergarten-teachers-state29","4782824.60485714","15200.5735","state29"
"preschool-and-kindergarten-teachers-state38","927077.3652","2807.42832","state38"
"preschool-and-kindergarten-teachers-state46","796603.067142857","2486.79186","state46"
"preschool-and-kindergarten-teachers-state31","1837941.32931429","6143.8286","state31"
"preschool-and-kindergarten-teachers-state20","2953650.81754286","8883.87602","state20"
"preschool-and-kindergarten-teachers-state10","653250.225257143","2205.45796","state10"
"preschool-and-kindergarten-teachers-state24","5578315.66834286","16762.03362","state24"
"preschool-and-kindergarten-teachers-state11","482154.977142857","1438.65732","state11"
"preschool-and-kindergarten-teachers-state51","5277392.41062857","17463.57314","state51"
"preschool-and-kindergarten-teachers-state54","890967.348342857","3017.7793","state54"
"preschool-and-kindergarten-teachers-state37","6815496.08571429","21150.9774","state37"
"preschool-and-kindergarten-teachers-state45","3886217.9088","12269.81458","state45"
"preschool-and-kindergarten-teachers-state13","7187074.14462857","25253.57008","state13"
"preschool-and-kindergarten-teachers-state12","11714661.4498286","36769.5965","state12"
"preschool-and-kindergarten-teachers-state21","3368742.0612","11305.34682","state21"
"preschool-and-kindergarten-teachers-state47","4304788.28931429","14450.6653","state47"
"preschool-and-kindergarten-teachers-state01","4248118.56565714","13850.27416","state01"
"preschool-and-kindergarten-teachers-state28","2411184.68657143","7670.96678","state28"
"preschool-and-kindergarten-teachers-state05","2338425.06737143","7231.04992","state05"
"preschool-and-kindergarten-teachers-state22","3679377.51137143","12318.76448","state22"
"preschool-and-kindergarten-teachers-state40","2899697.96091429","9681.511","state40"
"preschool-and-kindergarten-teachers-state48","17187354.1666286","58007.61072","state48"
"preschool-and-kindergarten-teachers-state30","488338.844571429","1652.3203","state30"
"preschool-and-kindergarten-teachers-state16","907861.225371429","3110.00512","state16"
"preschool-and-kindergarten-teachers-state56","500140.458171429","1518.6517","state56"
"preschool-and-kindergarten-teachers-state08","3911898.7596","13863.26468","state08"
"preschool-and-kindergarten-teachers-state35","1200728.94891429","3657.63466","state35"
"preschool-and-kindergarten-teachers-state04","1940234.3952","6474.90264","state04"
"preschool-and-kindergarten-teachers-state49","1104832.17188571","3901.3454","state49"
"preschool-and-kindergarten-teachers-state32","1367790.42857143","4116.46404","state32"
"preschool-and-kindergarten-teachers-state53","5857679.15588571","19651.72524","state53"
"preschool-and-kindergarten-teachers-state41","2382969.936","7397.85576","state41"
"preschool-and-kindergarten-teachers-state06","19164832.7564571","60966.033","state06"
"preschool-and-kindergarten-teachers-state02","439248.062571429","1441.39396","state02"
"preschool-and-kindergarten-teachers-state15","321111.2628","1454.8659","state15"
"secondary-school-teachers-state23","2147738.91274286","5926.32246","state23"
"secondary-school-teachers-state33","2060721.09754286","5808.4461","state33"
"secondary-school-teachers-state50","1543966.23822857","4299.27738","state50"
"secondary-school-teachers-state25","14226988.6314857","41914.47238","state25"
"secondary-school-teachers-state44","1593739.21354286","5237.85978","state44"
"secondary-school-teachers-state09","5952088.92085714","20160.3951","state09"
"secondary-school-teachers-state36","20696205.0992571","63397.61192","state36"
"secondary-school-teachers-state34","14457642.7532571","39890.06174","state34"
"secondary-school-teachers-state42","14573046.1057714","41049.90692","state42"
"secondary-school-teachers-state39","16071502.9534286","44353.9503","state39"
"secondary-school-teachers-state18","5047957.46777143","15213.89572","state18"
"secondary-school-teachers-state17","11301178.0602857","33211.42364","state17"
"secondary-school-teachers-state26","7831711.79622857","22969.51416","state26"
"secondary-school-teachers-state55","9996790.7328","26625.87526","state55"
"secondary-school-teachers-state27","5178887.23714286","14553.83084","state27"
"secondary-school-teachers-state19","4006596.00171429","11159.22584","state19"
"secondary-school-teachers-state29","8316933.64937143","22257.47728","state29"
"secondary-school-teachers-state38","658894.603714286","1887.94578","state38"
"secondary-school-teachers-state46","695149.523142857","2226.75806","state46"
"secondary-school-teachers-state31","2986558.75457143","9540.14842","state31"
"secondary-school-teachers-state20","3352283.00451429","9159.21024","state20"
"secondary-school-teachers-state10","1662278.12502857","5116.7901","state10"
"secondary-school-teachers-state24","7050011.77234286","20724.10362","state24"
"secondary-school-teachers-state11","715509.133542857","2112.58172","state11"
"secondary-school-teachers-state51","11448614.202","33501.09332","state51"
"secondary-school-teachers-state54","1888642.80222857","5586.94848","state54"
"secondary-school-teachers-state37","7934125.07485714","25405.746","state37"
"secondary-school-teachers-state45","5934779.28994286","17742.68268","state45"
"secondary-school-teachers-state13","6939681.336","19017.64846","state13"
"secondary-school-teachers-state12","16795325.7972","46482.10668","state12"
"secondary-school-teachers-state21","3437679.77314286","10309.07958","state21"
"secondary-school-teachers-state47","9455642.74525714","27182.24466","state47"
"secondary-school-teachers-state01","4661234.51571429","12890.18686","state01"
"secondary-school-teachers-state28","4003710.23948571","11443.24488","state28"
"secondary-school-teachers-state05","2464654.69714286","6615.74052","state05"
"secondary-school-teachers-state22","4337018.93845714","13145.29806","state22"
"secondary-school-teachers-state40","3912993.79542857","12124.84168","state40"
"secondary-school-teachers-state48","37169699.4850286","101734.5546","state48"
"secondary-school-teachers-state30","670237.964571429","2264.1467","state30"
"secondary-school-teachers-state16","1452911.18057143","5067.74158","state16"
"secondary-school-teachers-state56","1295211.79405714","3700.01202","state56"
"secondary-school-teachers-state08","4529037.186","12403.86942","state08"
"secondary-school-teachers-state35","2279920.63491429","6364.02098","state35"
"secondary-school-teachers-state04","3728302.35977143","10680.57166","state04"
"secondary-school-teachers-state49","3533510.84571429","10802.39632","state49"
"secondary-school-teachers-state32","2007657.18171429","5668.92288","state32"
"secondary-school-teachers-state53","9660803.52514286","26943.8728","state53"
"secondary-school-teachers-state41","4819408.55228571","13336.85736","state41"
"secondary-school-teachers-state06","26197548.9906857","77818.85638","state06"
"secondary-school-teachers-state02","646769.518285714","1703.70022","state02"
"secondary-school-teachers-state15","1305784.8552","3747.741","state15"
"social-workers-state23","4482890.64308571","13609.727","state23"
"social-workers-state33","2240582.75314286","7167.57854","state33"
"social-workers-state50","1567372.84765714","4773.41166","state50"
"social-workers-state25","19822579.6830857","59985.9913","state25"
"social-workers-state44","2258077.79057143","7746.60924","state44"
"social-workers-state09","7602509.22754286","22497.7075","state09"
"social-workers-state36","49574948.6381143","147241.876","state36"
"social-workers-state34","13495779.9920571","38876.1054","state34"
"social-workers-state42","27392873.0809714","82127.30182","state42"
"social-workers-state39","22418185.6537714","70181.40714","state39"
"social-workers-state18","6367751.46565714","22084.09476","state18"
"social-workers-state17","22422019.0932","65935.55402","state17"
"social-workers-state26","17395411.6949143","56327.01382","state26"
"social-workers-state55","10431661.6575429","31308.04834","state55"
"social-workers-state27","11183271.2660571","33756.08764","state27"
"social-workers-state19","6614235.57377143","20394.64202","state19"
"social-workers-state29","10364383.2342857","30481.00362","state29"
"social-workers-state38","1788332.24451429","5509.2366","state38"
"social-workers-state46","1851569.73274286","6068.65628","state46"
"social-workers-state31","5432868.22251429","15923.37712","state31"
"social-workers-state20","7574886.32451429","22752.52412","state20"
"social-workers-state10","1926491.62457143","5823.31112","state10"
"social-workers-state24","15338099.2385143","44096.7932","state24"
"social-workers-state11","4373158.81834286","12313.1841","state11"
"social-workers-state51","20275297.9416","62719.39878","state51"
"social-workers-state54","3282762.53194286","9921.65166","state54"
"social-workers-state37","15710399.3388","47462.65512","state37"
"social-workers-state45","6318454.34554286","17338.29362","state45"
"social-workers-state13","11688308.5707429","35475.15214","state13"
"social-workers-state12","26318303.3000571","76497.5745","state12"
"social-workers-state21","5743676.91394286","17198.25744","state21"
"social-workers-state47","11160455.8462286","33523.10632","state47"
"social-workers-state01","6690875.07668571","19663.83614","state01"
"social-workers-state28","3108193.48457143","9363.01894","state28"
"social-workers-state05","2553852.95485714","8186.63402","state05"
"social-workers-state22","5258116.21234286","16057.72478","state22"
"social-workers-state40","6428063.87914286","18536.1133","state40"
"social-workers-state48","34928942.0749714","104250.58396","state48"
"social-workers-state30","2110382.45657143","7019.40328","state30"
"social-workers-state16","3073405.54097143","10788.90766","state16"
"social-workers-state56","1227171.96257143","3813.71294","state56"
"social-workers-state08","11361701.9064","37214.88472","state08"
"social-workers-state35","3592383.30531429","11144.15488","state35"
"social-workers-state04","10930137.876","33106.82686","state04"
"social-workers-state49","3128130.25131429","10001.78366","state49"
"social-workers-state32","4163460.048","14002.94532","state32"
"social-workers-state53","13480547.1605143","41947.1863","state53"
"social-workers-state41","9545497.70314286","30006.40232","state41"
"social-workers-state06","68250880.8817714","200822.13814","state06"
"social-workers-state02","2770452.45617143","8555.30316","state02"
"social-workers-state15","2875024.49537143","8643.94144","state15"
"teacher-assistants-state23","1049194.68514286","3963.56018","state23"
"teacher-assistants-state33","2019969.666","7836.30412","state33"
"teacher-assistants-state50","1124554.56908571","3810.47362","state50"
"teacher-assistants-state25","11121261.9198857","41318.80754","state25"
"teacher-assistants-state44","787539.008057143","3601.72052","state44"
"teacher-assistants-state09","4394167.54371429","15209.89164","state09"
"teacher-assistants-state36","38898923.2709143","127610.64256","state36"
"teacher-assistants-state34","13123701.7808571","47032.7234","state34"
"teacher-assistants-state42","15037832.0149714","53268.90506","state42"
"teacher-assistants-state39","14120939.4207429","53588.48212","state39"
"teacher-assistants-state18","7865448.04474286","28779.88576","state18"
"teacher-assistants-state17","20301046.2990857","78174.8932","state17"
"teacher-assistants-state26","8784036.66102857","33653.0124","state26"
"teacher-assistants-state55","6054060.02485714","20196.34684","state55"
"teacher-assistants-state27","5613749.46","22717.8807","state27"
"teacher-assistants-state19","5458039.92411429","19679.24218","state19"
"teacher-assistants-state29","6534517.61057143","23188.51782","state29"
"teacher-assistants-state38","1282832.66262857","4522.56402","state38"
"teacher-assistants-state46","1043424.85354286","3684.83304","state46"
"teacher-assistants-state31","3178905.16045714","12787.78444","state31"
"teacher-assistants-state20","6184490.92868571","21315.4844","state20"
"teacher-assistants-state10","851972.948057143","2869.25262","state10"
"teacher-assistants-state24","9369263.99417143","32764.6558","state24"
"teacher-assistants-state11","555010.255885714","2322.13872","state11"
"teacher-assistants-state51","10909015.4321143","40067.58236","state51"
"teacher-assistants-state54","2072271.0432","6944.3502","state54"
"teacher-assistants-state37","8754191.46342857","30399.50152","state37"
"teacher-assistants-state45","4584477.59177143","15319.64956","state45"
"teacher-assistants-state13","12765651.2616","45448.41476","state13"
"teacher-assistants-state12","16402218.5266286","55548.64788","state12"
"teacher-assistants-state21","3266855.51142857","13019.1286","state21"
"teacher-assistants-state47","7670764.92394286","24631.06526","state47"
"teacher-assistants-state01","3193786.18148571","10560.25608","state01"
"teacher-assistants-state28","2965307.34102857","8979.26334","state28"
"teacher-assistants-state05","3441333.03651429","11742.93214","state05"
"teacher-assistants-state22","4103786.69108571","15528.89836","state22"
"teacher-assistants-state40","5495239.43297143","19303.22306","state40"
"teacher-assistants-state48","28404666.8763429","99007.07516","state48"
"teacher-assistants-state30","1229955.98142857","5026.49786","state30"
"teacher-assistants-state16","1985913.08451429","7971.9008","state16"
"teacher-assistants-state56","1265019.7164","4281.61128","state56"
"teacher-assistants-state08","9264371.5596","31716.03104","state08"
"teacher-assistants-state35","3209248.66628571","10861.70088","state35"
"teacher-assistants-state04","7846629.11811429","26552.26896","state04"
"teacher-assistants-state49","3935522.6616","19479.16436","state49"
"teacher-assistants-state32","2489680.278","8224.03408","state32"
"teacher-assistants-state53","9671550.24788572","34377.87882","state53"
"teacher-assistants-state41","6545951.84657143","26617.4796","state41"
"teacher-assistants-state06","41725433.4714857","158612.69392","state06"
"teacher-assistants-state02","1209269.44902857","3896.69434","state02"
"teacher-assistants-state15","2130802.76194286","7149.92896","state15"
"waiters-and-waitresses-state23","2732051.46257143","12367.85152","state23"
"waiters-and-waitresses-state33","2083254.29708571","8239.28092","state33"
"waiters-and-waitresses-state50","726785.807657143","3321.83594","state50"
"waiters-and-waitresses-state25","12171978.4472571","54089.8876","state25"
"waiters-and-waitresses-state44","2410558.70314286","9323.91562","state44"
"waiters-and-waitresses-state09","4012977.48325714","21167.14182","state09"
"waiters-and-waitresses-state36","36809639.5551429","143478.9174","state36"
"waiters-and-waitresses-state34","12427003.9592571","49331.24162","state34"
"waiters-and-waitresses-state42","18796807.9239429","89904.34498","state42"
"waiters-and-waitresses-state39","17944635.0538286","92380.36724","state39"
"waiters-and-waitresses-state18","13071142.0812","51493.47492","state18"
"waiters-and-waitresses-state17","16300742.9094857","74330.28442","state17"
"waiters-and-waitresses-state26","15844936.2468","68515.32576","state26"
"waiters-and-waitresses-state55","8376058.536","36070.5738","state55"
"waiters-and-waitresses-state27","7244113.2816","33455.77396","state27"
"waiters-and-waitresses-state19","1870462.776","11911.58272","state19"
"waiters-and-waitresses-state29","9454288.06148572","36324.1298","state29"
"waiters-and-waitresses-state38","887664.9036","4580.29584","state38"
"waiters-and-waitresses-state46","1231759.09851429","5598.83752","state46"
"waiters-and-waitresses-state31","3313301.44782857","14352.66614","state31"
"waiters-and-waitresses-state20","5114324.04222857","24774.0673","state20"
"waiters-and-waitresses-state10","1410910.81302857","7086.4045","state10"
"waiters-and-waitresses-state24","9280359.79165714","38130.93978","state24"
"waiters-and-waitresses-state11","998413.456114286","4037.55954","state11"
"waiters-and-waitresses-state51","15466358.8608","72168.25916","state51"
"waiters-and-waitresses-state54","2688198.68074286","10837.93682","state54"
"waiters-and-waitresses-state37","17237700.0973714","74421.29966","state37"
"waiters-and-waitresses-state45","9599510.07994286","42844.0091","state45"
"waiters-and-waitresses-state13","17813568.6936","74217.02696","state13"
"waiters-and-waitresses-state12","60924311.3448","231165.13326","state12"
"waiters-and-waitresses-state21","4431083.10977143","21149.66474","state21"
"waiters-and-waitresses-state47","12178580.7646286","48721.1761","state47"
"waiters-and-waitresses-state01","8651502.63497143","33162.78962","state01"
"waiters-and-waitresses-state28","4057875.80245714","18454.21226","state28"
"waiters-and-waitresses-state05","5045197.05788571","20011.87696","state05"
"waiters-and-waitresses-state22","7261939.42628571","30452.49844","state22"
"waiters-and-waitresses-state40","5953853.17251429","25322.83284","state40"
"waiters-and-waitresses-state48","63102767.7934286","238071.74296","state48"
"waiters-and-waitresses-state30","2095650.28302857","8735.10176","state30"
"waiters-and-waitresses-state16","3371805.86537143","15410.80312","state16"
"waiters-and-waitresses-state56","786319.779085714","3373.10388","state56"
"waiters-and-waitresses-state08","10002031.4628","38102.21468","state08"
"waiters-and-waitresses-state35","3584389.31725714","14248.31898","state35"
"waiters-and-waitresses-state04","13268731.9241143","50331.13432","state04"
"waiters-and-waitresses-state49","2601883.32034286","10035.05446","state49"
"waiters-and-waitresses-state32","12593117.1762857","46264.6379","state32"
"waiters-and-waitresses-state53","10211412.3776571","41464.3186","state53"
"waiters-and-waitresses-state41","6014825.11457143","25028.49856","state41"
"waiters-and-waitresses-state06","72724338.9913714","289736.16868","state06"
"waiters-and-waitresses-state02","1004747.64377143","3591.0081","state02"
"waiters-and-waitresses-state15","4321880.73154286","17213.33848","state15"
"childcare-workers-national","271385554.477886","989755.86502","national"
"cooks-chefs-national","752974713.123086","2544021.89544","national"
"counselors-national","480717529.225714","1533895.93308","national"
"dentists-national","199089730.960286","674648.39954","national"
"education-administrators-national","348234471.795943","988051.38576","national"
"elementary-and-middle-school-teachers-national","1189403887.35274","3585690.07894","national"
"food-managers-national","430552004.562686","1261489.0776","national"
"food-preparation-workers-national","593276136.478457","2254340.74858","national"
"hairdressers-hairstylists-and-cosmetologists-national","327556410.260571","1208515.1436","national"
"housekeeping-janitors-and-groundskeepers-national","1528249123.5516","5360945.9298","national"
"medical-and-health-services-managers-national","282516761.8644","799947.14322","national"
"medical-records-and-health-information-technicians-national","69037342.5495429","208501.11142","national"
"medical-specialists-therapists-national","464011823.635714","1521048.6431","national"
"miscellaneous-educational-instructional-national","520658319.612","1870148.23718","national"
"miscellaneous-health-praticioner-non-doctor-or-nurse-national","849984016.8312","2717414.86428","national"
"nurses-national","1386825563.39691","4397881.78442","national"
"nursing-psychiatric-and-home-health-aides-national","902575720.515771","3011247.75476","national"
"personal-care-aides-national","424132450.653943","1484239.80486","national"
"physicians-and-surgeons-national","379670171.6052","972706.17744","national"
"postsecondary-teachers-national","356366211.657943","1118865.39172","national"
"preschool-and-kindergarten-teachers-national","203948507.4672","660569.97284","national"
"secondary-school-teachers-national","344635287.069086","992481.21054","national"
"social-workers-national","569894819.016686","1720242.83376","national"
"teacher-assistants-national","391293796.8636","1405165.87588","national"
"waiters-and-waitresses-national","581507751.645086","2398800.86106","national"
