"gini","date","geo_level"
0.8187169395167,2016-01-01,"state02"
0.836480754739225,2016-01-01,"state04"
0.80910513215273,2016-01-01,"state05"
0.745301417844212,2016-01-01,"state06"
0.819818416735257,2016-01-01,"state08"
0.746170998174487,2016-01-01,"state09"
0.821353289311212,2016-01-01,"state10"
0.868605303612481,2016-01-01,"state12"
0.875405194486812,2016-01-01,"state13"
0.891996464550827,2016-01-01,"state15"
0.838472116450339,2016-01-01,"state16"
0.782660501158842,2016-01-01,"state17"
0.79551489208746,2016-01-01,"state18"
0.70382422070237,2016-01-01,"state19"
0.77564707735676,2016-01-01,"state20"
0.856301411743683,2016-01-01,"state21"
0.874387672395046,2016-01-01,"state22"
0.744415183628818,2016-01-01,"state23"
0.748293770949334,2016-01-01,"state24"
0.757778710327204,2016-01-01,"state25"
0.784039946202076,2016-01-01,"state26"
0.757005018563002,2016-01-01,"state27"
0.863804613283397,2016-01-01,"state28"
0.783686207046127,2016-01-01,"state29"
0.761861152400385,2016-01-01,"state30"
0.713620278841014,2016-01-01,"state31"
0.891506900175429,2016-01-01,"state32"
0.776419537451442,2016-01-01,"state33"
0.745987778654095,2016-01-01,"state34"
0.798876307587485,2016-01-01,"state35"
0.787311726716224,2016-01-01,"state36"
0.820880960917677,2016-01-01,"state37"
0.781790028766856,2016-01-01,"state38"
0.745292744741952,2016-01-01,"state39"
0.802308579624168,2016-01-01,"state40"
0.762013788382806,2016-01-01,"state41"
0.730806163423129,2016-01-01,"state42"
0.703879702884726,2016-01-01,"state44"
0.825601744910884,2016-01-01,"state45"
0.766388349474418,2016-01-01,"state46"
0.853456206415466,2016-01-01,"state47"
0.880582051795908,2016-01-01,"state48"
0.763693054795489,2016-01-01,"state49"
0.747138915832345,2016-01-01,"state50"
0.836252619574944,2016-01-01,"state51"
0.840355945768298,2016-01-01,"state53"
0.755262635480669,2016-01-01,"state54"
0.716430337211106,2016-01-01,"state55"
0.756091597333261,2016-01-01,"state56"
0.827880462519672,2017-01-01,"state01"
0.835844980745287,2017-01-01,"state04"
0.810453120599581,2017-01-01,"state05"
0.742607263801533,2017-01-01,"state06"
0.817302598811765,2017-01-01,"state08"
0.749350784179076,2017-01-01,"state09"
0.826981092568661,2017-01-01,"state10"
0.865982310457065,2017-01-01,"state12"
0.876010741207583,2017-01-01,"state13"
0.89095551137805,2017-01-01,"state15"
0.838849477826166,2017-01-01,"state16"
0.782133707068758,2017-01-01,"state17"
0.796089362514628,2017-01-01,"state18"
0.705040508972095,2017-01-01,"state19"
0.774599857859712,2017-01-01,"state20"
0.855200186715403,2017-01-01,"state21"
0.874621653073145,2017-01-01,"state22"
0.741295648299156,2017-01-01,"state23"
0.749529235755638,2017-01-01,"state24"
0.755244488029102,2017-01-01,"state25"
0.787753682384785,2017-01-01,"state26"
0.755600606386882,2017-01-01,"state27"
0.865360252635601,2017-01-01,"state28"
0.782210646067343,2017-01-01,"state29"
0.764558156067851,2017-01-01,"state30"
0.712001760014554,2017-01-01,"state31"
0.889044631670973,2017-01-01,"state32"
0.774158949095382,2017-01-01,"state33"
0.740739160190657,2017-01-01,"state34"
0.796364682611706,2017-01-01,"state35"
0.786758805323009,2017-01-01,"state36"
0.820787603584848,2017-01-01,"state37"
0.785355428794197,2017-01-01,"state38"
0.745361262382797,2017-01-01,"state39"
0.803205653747828,2017-01-01,"state40"
0.761833965170439,2017-01-01,"state41"
0.729216033979262,2017-01-01,"state42"
0.704026232316109,2017-01-01,"state44"
0.827128050368542,2017-01-01,"state45"
0.771967522387985,2017-01-01,"state46"
0.847350145676171,2017-01-01,"state47"
0.880980665717534,2017-01-01,"state48"
0.764790458639232,2017-01-01,"state49"
0.752937414537317,2017-01-01,"state50"
0.834862459404861,2017-01-01,"state51"
0.840661048533268,2017-01-01,"state53"
0.759755129359213,2017-01-01,"state54"
0.716447076452559,2017-01-01,"state55"
0.754064167625131,2017-01-01,"state56"
0.827600858237451,2018-01-01,"state01"
0.834494576551174,2018-01-01,"state04"
0.813645926944684,2018-01-01,"state05"
0.741143084592814,2018-01-01,"state06"
0.819005759014643,2018-01-01,"state08"
0.755956434980585,2018-01-01,"state09"
0.83015714387503,2018-01-01,"state10"
0.865672555760739,2018-01-01,"state12"
0.873755140617266,2018-01-01,"state13"
0.889566429926309,2018-01-01,"state15"
0.840698490289362,2018-01-01,"state16"
0.78373073707728,2018-01-01,"state17"
0.79508433450957,2018-01-01,"state18"
0.707938594838413,2018-01-01,"state19"
0.774800847480326,2018-01-01,"state20"
0.853724220652254,2018-01-01,"state21"
0.873078345285378,2018-01-01,"state22"
0.740895912167502,2018-01-01,"state23"
0.749774848577373,2018-01-01,"state24"
0.752617503382171,2018-01-01,"state25"
0.791581287931901,2018-01-01,"state26"
0.755192178528378,2018-01-01,"state27"
0.864711402286932,2018-01-01,"state28"
0.783499554450044,2018-01-01,"state29"
0.764866622598683,2018-01-01,"state30"
0.711570427094977,2018-01-01,"state31"
0.885747308859585,2018-01-01,"state32"
0.767124602152142,2018-01-01,"state33"
0.741143586276233,2018-01-01,"state34"
0.795303614710969,2018-01-01,"state35"
0.785793261830483,2018-01-01,"state36"
0.821576677204667,2018-01-01,"state37"
0.7834381810292,2018-01-01,"state38"
0.745689481907078,2018-01-01,"state39"
0.803713713747698,2018-01-01,"state40"
0.760758519457672,2018-01-01,"state41"
0.729264008927136,2018-01-01,"state42"
0.700285051681534,2018-01-01,"state44"
0.827316026045596,2018-01-01,"state45"
0.772340519710634,2018-01-01,"state46"
0.850977918377943,2018-01-01,"state47"
0.879955232694971,2018-01-01,"state48"
0.763025185595654,2018-01-01,"state49"
0.761371050764858,2018-01-01,"state50"
0.830879718388603,2018-01-01,"state51"
0.83941566232691,2018-01-01,"state53"
0.754179183521574,2018-01-01,"state54"
0.712666099205575,2018-01-01,"state55"
0.753743556909183,2018-01-01,"state56"
0.828349980467925,2019-01-01,"state01"
0.830136162566125,2019-01-01,"state04"
0.813509059562913,2019-01-01,"state05"
0.741588042680595,2019-01-01,"state06"
0.818837902915513,2019-01-01,"state08"
0.75797688190017,2019-01-01,"state09"
0.840025793940533,2019-01-01,"state10"
0.865024132471719,2019-01-01,"state12"
0.874957977928202,2019-01-01,"state13"
0.892184890786437,2019-01-01,"state15"
0.835076875488572,2019-01-01,"state16"
0.781158704745073,2019-01-01,"state17"
0.798203170182924,2019-01-01,"state18"
0.713291349340326,2019-01-01,"state19"
0.775264471217824,2019-01-01,"state20"
0.850264361650434,2019-01-01,"state21"
0.874885189398825,2019-01-01,"state22"
0.741399787650223,2019-01-01,"state23"
0.748769575827363,2019-01-01,"state24"
0.751895383997032,2019-01-01,"state25"
0.790716531222936,2019-01-01,"state26"
0.758276360107056,2019-01-01,"state27"
0.785530380193427,2019-01-01,"state29"
0.765339591301108,2019-01-01,"state30"
0.711930354868485,2019-01-01,"state31"
0.884964931142156,2019-01-01,"state32"
0.763020973422574,2019-01-01,"state33"
0.743679288361011,2019-01-01,"state34"
0.796783653823415,2019-01-01,"state35"
0.789080694231105,2019-01-01,"state36"
0.820833600203679,2019-01-01,"state37"
0.779961599717441,2019-01-01,"state38"
0.749953311117003,2019-01-01,"state39"
0.804273478646031,2019-01-01,"state40"
0.761571163163493,2019-01-01,"state41"
0.728489002335319,2019-01-01,"state42"
0.705377019618853,2019-01-01,"state44"
0.825974861874371,2019-01-01,"state45"
0.774840866774931,2019-01-01,"state46"
0.851718672833626,2019-01-01,"state47"
0.879747062430801,2019-01-01,"state48"
0.763197325431134,2019-01-01,"state49"
0.746926341681834,2019-01-01,"state50"
0.826646721316776,2019-01-01,"state51"
0.838656303223685,2019-01-01,"state53"
0.751071925978873,2019-01-01,"state54"
0.712823050792544,2019-01-01,"state55"
0.75463113526976,2019-01-01,"state56"
0.738387634600405,2020-01-01,"state01"
0.800936621638949,2020-01-01,"state04"
0.743864074047645,2020-01-01,"state05"
0.688114074267035,2020-01-01,"state06"
0.769223539978833,2020-01-01,"state08"
0.736998061380252,2020-01-01,"state09"
0.775496550998458,2020-01-01,"state10"
0.810836304608401,2020-01-01,"state12"
0.740292332776554,2020-01-01,"state13"
0.816815160703009,2020-01-01,"state15"
0.678508457200339,2020-01-01,"state16"
0.764585452211656,2020-01-01,"state17"
0.751078854217301,2020-01-01,"state18"
0.661428343921317,2020-01-01,"state19"
0.73791394403596,2020-01-01,"state20"
0.795835121528581,2020-01-01,"state21"
0.808908497428418,2020-01-01,"state22"
0.685747852102393,2020-01-01,"state23"
0.754987923031989,2020-01-01,"state24"
0.737720972353414,2020-01-01,"state25"
0.775885030131342,2020-01-01,"state26"
0.711506605768239,2020-01-01,"state27"
0.701768792798075,2020-01-01,"state29"
0.663925930436262,2020-01-01,"state30"
0.691346644006908,2020-01-01,"state31"
0.861040786070867,2020-01-01,"state32"
0.697617991080723,2020-01-01,"state33"
0.725770982236854,2020-01-01,"state34"
0.730099613786979,2020-01-01,"state35"
0.774734244521254,2020-01-01,"state36"
0.744335275240366,2020-01-01,"state37"
0.735482009935727,2020-01-01,"state38"
0.713212376285055,2020-01-01,"state39"
0.737281827695022,2020-01-01,"state40"
0.674739115753749,2020-01-01,"state41"
0.710743193789995,2020-01-01,"state42"
0.709394943583271,2020-01-01,"state44"
0.759242948648027,2020-01-01,"state45"
0.714092419113622,2020-01-01,"state46"
0.80866687059271,2020-01-01,"state47"
0.808707498924498,2020-01-01,"state48"
0.665588297466083,2020-01-01,"state49"
0.729735736846315,2020-01-01,"state50"
0.795205409847039,2020-01-01,"state51"
0.794650476483641,2020-01-01,"state53"
0.710808207409047,2020-01-01,"state54"
0.670175189410415,2020-01-01,"state55"
0.665147699740944,2020-01-01,"state56"
0.737934746128451,2021-01-01,"state01"
0.797123409202062,2021-01-01,"state04"
0.740939679642032,2021-01-01,"state05"
0.684152711279959,2021-01-01,"state06"
0.759721646744324,2021-01-01,"state08"
0.726390194845814,2021-01-01,"state09"
0.774930241105376,2021-01-01,"state10"
0.801636027395815,2021-01-01,"state12"
0.736450142651293,2021-01-01,"state13"
0.838656652580462,2021-01-01,"state15"
0.664848364212378,2021-01-01,"state16"
0.76650242420164,2021-01-01,"state17"
0.743334142463226,2021-01-01,"state18"
0.651338498134601,2021-01-01,"state19"
0.732035039213957,2021-01-01,"state20"
0.780557698407188,2021-01-01,"state21"
0.802016791816315,2021-01-01,"state22"
0.671786579910196,2021-01-01,"state23"
0.734065077654819,2021-01-01,"state24"
0.721392009173836,2021-01-01,"state25"
0.761153302064964,2021-01-01,"state26"
0.70077466978655,2021-01-01,"state27"
0.703232401207129,2021-01-01,"state29"
0.654562369305855,2021-01-01,"state30"
0.686809929029045,2021-01-01,"state31"
0.847025647598581,2021-01-01,"state32"
0.686055451103481,2021-01-01,"state33"
0.709621450102761,2021-01-01,"state34"
0.726483193844015,2021-01-01,"state35"
0.762044190006555,2021-01-01,"state36"
0.740667561207497,2021-01-01,"state37"
0.729918170582744,2021-01-01,"state38"
0.707327059551065,2021-01-01,"state39"
0.730934729854872,2021-01-01,"state40"
0.667441851679373,2021-01-01,"state41"
0.701433161765362,2021-01-01,"state42"
0.695433633468734,2021-01-01,"state44"
0.749261494106295,2021-01-01,"state45"
0.711752829293254,2021-01-01,"state46"
0.800850106823307,2021-01-01,"state47"
0.804442815889965,2021-01-01,"state48"
0.662543012323551,2021-01-01,"state49"
0.734679056847738,2021-01-01,"state50"
0.784038957027472,2021-01-01,"state51"
0.788889487065108,2021-01-01,"state53"
0.693072612876003,2021-01-01,"state54"
0.665629082865238,2021-01-01,"state55"
0.65909148415115,2021-01-01,"state56"
0.737832249861623,2022-01-01,"state01"
0.794967719513126,2022-01-01,"state04"
0.739975465631312,2022-01-01,"state05"
0.680700428884913,2022-01-01,"state06"
0.757459760643422,2022-01-01,"state08"
0.734605620633549,2022-01-01,"state10"
0.80221764112708,2022-01-01,"state12"
0.727857106651404,2022-01-01,"state13"
0.831467124150596,2022-01-01,"state15"
0.667857912432445,2022-01-01,"state16"
0.765056117101019,2022-01-01,"state17"
0.74369772378283,2022-01-01,"state18"
0.649431501963386,2022-01-01,"state19"
0.731763738828431,2022-01-01,"state20"
0.784982266898739,2022-01-01,"state21"
0.800327028179782,2022-01-01,"state22"
0.667280987918283,2022-01-01,"state23"
0.735570876122435,2022-01-01,"state24"
0.709372209867644,2022-01-01,"state25"
0.690018058092661,2022-01-01,"state27"
0.706526584726297,2022-01-01,"state29"
0.657179976394247,2022-01-01,"state30"
0.686202962609357,2022-01-01,"state31"
0.850747255401608,2022-01-01,"state32"
0.677571958342837,2022-01-01,"state33"
0.704518467466552,2022-01-01,"state34"
0.721278097078467,2022-01-01,"state35"
0.754253448688036,2022-01-01,"state36"
0.733242104190968,2022-01-01,"state37"
0.725892360237202,2022-01-01,"state38"
0.703527027318529,2022-01-01,"state39"
0.730450162655573,2022-01-01,"state40"
0.660858954020929,2022-01-01,"state41"
0.696928356626997,2022-01-01,"state42"
0.691838003748946,2022-01-01,"state44"
0.749142693824081,2022-01-01,"state45"
0.706697746016177,2022-01-01,"state46"
0.79972923943501,2022-01-01,"state47"
0.800554915250533,2022-01-01,"state48"
0.661963948854646,2022-01-01,"state49"
0.726587358378844,2022-01-01,"state50"
0.77961523134712,2022-01-01,"state51"
0.78211887105207,2022-01-01,"state53"
0.689411467692138,2022-01-01,"state54"
0.65838537915231,2022-01-01,"state55"
0.653437475775693,2022-01-01,"state56"
0.861932824035159,2009-01-01,"national"
0.816049291599364,2010-01-01,"national"
0.809823410016183,2011-01-01,"national"
0.806150381303749,2012-01-01,"national"
0.803236850906237,2013-01-01,"national"
0.802189695646233,2014-01-01,"national"
0.801861834727386,2015-01-01,"national"
0.801718547069485,2016-01-01,"national"
0.800997248360577,2017-01-01,"national"
0.800875052848807,2018-01-01,"national"
0.800689558131627,2019-01-01,"national"
0.752547440777002,2020-01-01,"national"
0.745235398419606,2021-01-01,"national"
0.741493250791551,2022-01-01,"national"
